name,color,year,listed,notes,x16_box,x24_box,x32_box,x64_box,interval,id,hue,sat,val,L,U,V,hue2
Middle Green,#4D8C57,1941,,Part of the Munsell line.[2],,,,,1,1644,129.52380952380955,0.45000000000000007,0.5490196078431373,52.97274343269724,-29.817200093266816,33.01323003372001,2.3053707472714358
Maximum Green,#5E8C31,1941,,Part of the Munsell line.[2],,,,,1,1645,90.32967032967034,0.65,0.5490196078431373,53.33828781437806,-23.094922946429342,52.08913585150792,1.9881256939009138
Raw Umber,#665233,1941,#665233,,,,,,1,1646,36.47058823529412,0.5,0.4,36.17399314641563,14.690687907951272,22.25965589014231,0.9874447552137282
Turquoise Blue,#6CDAE7,1941,#6CDAE7,"Available only in bulk, 1935–1949.[2]",No,No,No,Yes,1,1647,186.34146341463415,0.5324675324675324,0.9058823529411765,81.344476712868,-46.29770463656392,-20.967260383940346,-2.716347090351984
Maximum Purple,#733380,1941,,Part of the Munsell line.[2],,,,,1,1648,289.87012987012986,0.6015625,0.5019607843137255,33.07388255344258,25.24035873672813,-46.701601846602536,-1.0753068020722594
Violet-Blue,#766EC8,1941,#766EC8,"Known as ""Blue-Violet"", 1930–1958.[2]",,,,,2,1649,245.33333333333331,0.44999999999999996,0.7843137254901961,50.888316529739654,-2.1253820666518908,-73.16117195157864,-1.5998388422803225
Middle Blue,#7ED4E6,1941,,Part of the Munsell line.[2],,,,,1,1650,190.3846153846154,0.45217391304347826,0.9019607843137255,80.30999266596861,-38.728739071649855,-23.450244606199732,-2.597138977136564
Burnt Umber,#805533,1941,,,,,,,1,1651,26.493506493506487,0.6015625,0.5019607843137255,40.12465810391048,32.11735466788166,26.19170605649092,0.6841210246157157
Violet (II),#8359A3,1941,#8359A3,"""Violet (Purple)"" on labels.[2]",Yes,Yes,Yes,Yes,1,1652,274.05405405405406,0.4539877300613497,0.6392156862745098,45.10156909485657,15.678276875713848,-53.02364732100784,-1.2833032859407385
Middle Blue Purple,#8B72BE,1941,,Part of the Munsell line.[2],,,,,1,1653,259.7368421052631,0.39999999999999997,0.7450980392156863,53.212103813181784,7.110787192013365,-58.89263741161391,-1.4506364607196862
Gray,#8B8680,1941,#8B8680,"As ""Middle Grey"", part of the Munsell line, 1926–1944. Spelled ""Grey"" on labels, but ""Gray"" on boxes. Also called ""Neutral Grey"", 1930–1956.[2]",No,Yes,Yes,Yes,1,1654,32.7272727272728,0.07913669064748194,0.5450980392156862,56.18566564154976,3.265113946433665,5.246163186023548,1.014082326893176
Cobalt Blue,#8C90C8,1941,,,,,,,1,1655,236,0.29999999999999993,0.7843137254901961,61.38673511688542,-5.248908069292454,-47.03755439543478,-1.681926306735389
Middle Blue Green,#8DD9CC,1941,,Part of the Munsell line.[2],,,,,1,1656,169.73684210526315,0.3502304147465437,0.8509803921568627,81.64501552311565,-36.07511537626317,2.7656282239413543,3.0650792689384434
Gold (I),#92926E,1941,,Metallic; swatch represents nominal hue only. Available only in bulk after 1915.[2],,,,,1,1657,60,0.24657534246575333,0.5725490196078431,59.703041487122704,1.887387375100536,26.166267511884424,1.498790477627792
Sepia,#9E5B40,1941,#9E5B40,"Available only in bulk, 1935–1939.[2]",No,No,No,Yes,1,1658,17.23404255319149,0.5949367088607596,0.6196078431372549,45.80259678429802,50.275667895968034,25.863740446678854,0.4751315966498301
Middle Red Purple,#A55353,1941,,Part of the Munsell line.[2],,,,,1,1659,360,0.496969696969697,0.6470588235294118,45.37622251579456,58.10386486711082,12.537003516471062,0.21251091431569832
Maximum Red Purple,#A63A79,1941,,Part of the Munsell line.[2],,,,,1,1660,325,0.6506024096385543,0.6509803921568628,42.024001577337046,61.47878399637085,-25.084902591664033,-0.38740558318509205
Maximum Blue Purple,#ACACE6,1941,,Part of the Munsell line.[2],,,,,1,1661,240,0.25217391304347825,0.9019607843137255,72.2202754774166,-3.4548049807162315,-47.8688151766548,-1.6428437574087245
Middle Green Yellow,#ACBF60,1941,,Part of the Munsell line.[2],,,,,1,1662,72,0.4973821989528796,0.7490196078431373,74.11119724672163,-7.651434465882944,59.88943169370132,1.6978672841880316
Brown,#AF593E,1941,#AF593E,,Yes,Yes,Yes,Yes,1,1663,14.336283185840703,0.6457142857142857,0.6862745098039216,47.76356522862562,65.9437890034936,28.102030622892432,0.4028453944994467
Olive Green,#B5B35C,1941,#B5B35C,,No,No,No,Yes,1,1664,58.65168539325841,0.49171270718232046,0.7098039215686275,71.44474964812512,5.367083173803834,56.22583130670103,1.4756288511895663
Chestnut,#B94E48,1941,#B94E48,"Known as ""Indian Red"" before 1999.[2]",No,No,Yes,Yes,1,1665,3.1858407079646067,0.6108108108108108,0.7254901960784313,47.27985497480359,80.05938487537986,20.291138308939605,0.24822410044887197
Red-Violet,#BB3385,1941,#BB3385,,Yes,Yes,Yes,Yes,1,1666,323.8235294117647,0.7272727272727272,0.7333333333333333,45.121213745813655,76.18308326030478,-30.53390325280564,-0.3811927146929185
Yellow-Green,#C5E17A,1941,#C5E17A,,Yes,Yes,Yes,Yes,1,1667,76.31067961165047,0.45777777777777773,0.8823529411764706,85.56765288655384,-12.490807986239922,65.44524626153832,1.759387120656319
Silver,#C9C0BB,1941,#C9C0BB,"Metallic; swatch represents nominal hue only. Available only in bulk, 1915–1944.[2]",No,No,No,Yes,1,1668,21.428571428571466,0.06965174129353237,0.788235294117647,78.28948433216873,5.530666282726317,4.980151351900781,0.7330699452623465
Venetian Red,#CC553D,1941,,,,,,,1,1669,10.069930069930063,0.7009803921568627,0.8,51.46783085030381,93.09853424228896,30.88289931836425,0.32030030568868323
Maximum Red,#D92121,1941,,Part of the Munsell line.[2],,,,,1,1670,360,0.847926267281106,0.8509803921568627,46.91414671132969,137.9848677668544,29.768097596327628,0.21247810969389938
Middle Purple,#D982B5,1941,,Part of the Munsell line.[2],,,,,1,1671,324.82758620689657,0.40092165898617516,0.8509803921568627,65.00681839199375,49.970847142669655,-25.493286874174903,-0.47174506631452656
Maximum Green Yellow,#D9E650,1941,,Part of the Munsell line.[2],,,,,1,1672,65.2,0.6521739130434783,0.9019607843137255,87.93297929880636,-2.364024551591564,85.19630377060304,1.598537179394326
Middle Red,#E58E73,1941,,Part of the Munsell line.[2],,,,,1,1673,14.210526315789478,0.4978165938864629,0.8980392156862745,67.46101097465476,63.65180999201669,30.11296955611618,0.44188795726301694
Carmine,#E62E6B,1941,,"Known as ""Carmine Red"", 1949–1958.[2]",,,,,1,1674,340.10869565217394,0.7999999999999999,0.9019607843137255,51.65989047738519,122.57414548987111,-0.05510324216559674,-4.495502557520361e-4
Burnt Sienna,#E97451,1941,#E97451,,No,No,No,Yes,1,1675,13.81578947368421,0.6523605150214592,0.9137254901960784,62.0092309552324,91.08654854624723,37.24933338426947,0.38819320133806307
Middle Yellow Red,#ECAC76,1941,,"Part of the Munsell line, 1926–1944. Same color as ""Medium Orange"" (1949–1958).[2]",,,,,1,1676,27.45762711864407,0.5,0.9254901960784314,75.23285625480851,47.64747888941077,43.61182066665331,0.7412050713267819
Red,#ED0A3F,1941,#ED0A3F,,Yes,Yes,Yes,Yes,1,1677,345.9911894273128,0.9578059071729959,0.9294117647058824,50.199683388101846,151.80750426569284,21.28291551115836,0.13928888334344805
Maximum Yellow Red,#F2BA49,1941,,Part of the Munsell line.[2],,,,,1,1678,40.11834319526627,0.6983471074380165,0.9490196078431372,78.7409275281317,45.509635465855276,69.55853883015688,0.991429529300659
Maize,#F2C649,1941,#F2C649,"Known as ""Gold Ochre"", 1903–1958. ""Golden Ochre"" on some labels.[2]",,,,,1,1679,44.37869822485207,0.6983471074380165,0.9490196078431372,81.70227198212999,36.70129518539334,74.52527555320638,1.1131926497095315
Magenta,#F653A6,1941,#F653A6,"Same color as ""Permanent Magenta"" (1903–?).[2]",No,No,No,Yes,1,1680,329.44785276073617,0.66260162601626,0.9647058823529412,60.37129020302473,98.6734250497208,-27.750310886905687,-0.27415251934650364
Maximum Yellow,#FAFA37,1941,,Part of the Munsell line.[2],,,,,1,1681,60,0.78,0.9803921568627451,95.5695066757848,7.198412185812466,99.77679613707139,1.498775954705749
Yellow,#FBE870,1941,#FBE870,,Yes,Yes,Yes,Yes,1,1682,51.79856115107914,0.5537848605577689,0.984313725490196,91.41291044282949,18.17527675491036,75.66410874903295,1.3350527778568244
Goldenrod,#FCD667,1941,#FCD667,"Known as ""Medium Chrome Yellow"" (1903–?) and ""Medium Yellow"" (1903–1958).[2]",No,No,No,Yes,1,1683,44.697986577181204,0.5912698412698413,0.9882352941176471,86.88474798694952,31.36154563093499,71.28489532038033,1.1563342116376292
Red-Orange,#FF681F,1941,#FF681F,,Yes,Yes,Yes,Yes,1,1684,19.553571428571427,0.8784313725490196,1,62.731595140609215,124.45565433024552,50.97508646702895,0.38874133239565334
Orange,#FF8833,1941,#FF8833,,Yes,Yes,Yes,Yes,1,1685,25.000000000000004,0.8,1,68.83329181778008,97.0564869098508,57.18757085844252,0.5324549201282734
Carnation Pink,#FFA6C9,1941,#FFA6C9,"Known as ""Rose Pink"" (1903–1958) and ""Pink"" (1903–1917).[2]",Yes,Yes,Yes,Yes,1,1686,336.4044943820225,0.34901960784313724,1,77.7290870062915,53.687161164180914,-13.116442293684377,-0.2396185603194647
Yellow-Orange,#FFAE42,1941,#FFAE42,,Yes,Yes,Yes,Yes,1,1687,34.285714285714285,0.7411764705882353,1,77.23937461157902,65.32469683788781,67.43675308243468,0.8013054775767018
Peach,#FFCBA4,1941,#FFCBA4,"Known as ""Flesh Tint"" (1903–1949), ""Flesh"" (1949–1956, 1958–1962), and ""Pink Beige"" (1956–1958).[2]",No,No,Yes,Yes,1,1688,25.7142857142857,0.35686274509803917,1,85.3298116668609,36.32551350143166,34.056666043149086,0.7531732158451158
Middle Yellow,#FFEB00,1941,,Part of the Munsell line.[2],,,,,1,1689,55.29411764705882,1,1,91.98930328000463,21.179510295088384,99.43679090498577,1.3609376469719132
Lemon Yellow,#FFFF9F,1941,#FFFF9F,"Also known as ""Light Chrome Yellow"" (""Chrome Yellow, Light"" on labels) or ""Light Yellow"", 1903–1958. ""Chrome Yellow, Light"" on labels.[2]",,,,,1,1690,60,0.3764705882352941,1,98.14752932971126,4.646364910986495,64.40858105890038,1.4987821637937453
White,#FFFFFF,1941,#FFFFFF,,Yes,Yes,Yes,Yes,1,1691,0,0,1,100,-5.495002378064218e-4,0.007667209400868957,1.6423428667927635
Black,#000000,1942,#000000,,Yes,Yes,Yes,Yes,1,1692,0,0,0,0,-0,-0,-3.141592653589793
Midnight Blue,#003366,1942,#003366,"Known as ""Prussian Blue"", 1903–1958.[2]",No,No,No,No,1,1693,210,1,0.4,21.30642136768597,-11.923631511311243,-40.11169042700177,-1.8597381646766922
Pine Green,#01796F,1942,#01796F,"Known as ""Dark Chrome Green"" (""Chrome Green, Dark"" on labels) or ""Dark Green"", 1903–1949.[2]",No,No,No,No,1,1694,175,0.9917355371900827,0.4745098039215686,45.39721311610773,-36.06531543049438,0.6384136958246481,3.1238929046991486
Green,#01A638,1942,#01A638,,Yes,Yes,Yes,Yes,1,1695,140,0.9939759036144579,0.6509803921568628,59.49165200449414,-54.87011473507741,61.5734482953604,2.2986907247892945
Blue (I),#2EB4E6,1942,,"Known as ""Celestial Blue"", 1935–1949, and ""Azure Blue"", 1949–1958.[2]",,,,,1,1696,196.30434782608697,0.7999999999999999,0.9019607843137255,68.70230235720373,-44.568427913874274,-53.44606526264006,-2.2658662221602386
Maximum Blue Green,#30BFBF,1942,,Part of the Munsell line.[2],,,,,1,1697,180,0.7486910994764397,0.7490196078431373,70.62760734716494,-50.853997793508775,-10.964117162662598,-2.929243163403611
Ultramarine Blue,#3F26BF,1942,,,,,,,1,1698,249.80392156862746,0.8010471204188482,0.7490196078431373,29.919529861235503,-2.772555531191417,-96.9016683708708,-1.5994005744355477
Blue (II),#4570E6,1942,,"Known as ""Medium Blue"", 1949–1958.[2]",,,,,1,1699,223.9751552795031,0.7,0.9019607843137255,50.17320552717095,-18.719135131519284,-100.89998386528917,-1.7542324681429657
Maximum Blue,#47ABCC,1942,,"Part of the Munsell line, 1926–1944. Also known as ""Blue-Green"", 1930–1958.[2]",,,,,1,1700,194.8872180451128,0.6519607843137255,0.8,65.60984066651284,-38.9477231039963,-36.98133346007663,-2.382086425318993
Middle Green,#4D8C57,1942,,Part of the Munsell line.[2],,,,,1,1701,129.52380952380955,0.45000000000000007,0.5490196078431373,52.97274343269724,-29.817200093266816,33.01323003372001,2.3053707472714358
Maximum Green,#5E8C31,1942,,Part of the Munsell line.[2],,,,,1,1702,90.32967032967034,0.65,0.5490196078431373,53.33828781437806,-23.094922946429342,52.08913585150792,1.9881256939009138
Raw Umber,#665233,1942,#665233,,,,,,1,1703,36.47058823529412,0.5,0.4,36.17399314641563,14.690687907951272,22.25965589014231,0.9874447552137282
Turquoise Blue,#6CDAE7,1942,#6CDAE7,"Available only in bulk, 1935–1949.[2]",No,No,No,Yes,1,1704,186.34146341463415,0.5324675324675324,0.9058823529411765,81.344476712868,-46.29770463656392,-20.967260383940346,-2.716347090351984
Maximum Purple,#733380,1942,,Part of the Munsell line.[2],,,,,1,1705,289.87012987012986,0.6015625,0.5019607843137255,33.07388255344258,25.24035873672813,-46.701601846602536,-1.0753068020722594
Violet-Blue,#766EC8,1942,#766EC8,"Known as ""Blue-Violet"", 1930–1958.[2]",,,,,2,1706,245.33333333333331,0.44999999999999996,0.7843137254901961,50.888316529739654,-2.1253820666518908,-73.16117195157864,-1.5998388422803225
Middle Blue,#7ED4E6,1942,,Part of the Munsell line.[2],,,,,1,1707,190.3846153846154,0.45217391304347826,0.9019607843137255,80.30999266596861,-38.728739071649855,-23.450244606199732,-2.597138977136564
Burnt Umber,#805533,1942,,,,,,,1,1708,26.493506493506487,0.6015625,0.5019607843137255,40.12465810391048,32.11735466788166,26.19170605649092,0.6841210246157157
Violet (II),#8359A3,1942,#8359A3,"""Violet (Purple)"" on labels.[2]",Yes,Yes,Yes,Yes,1,1709,274.05405405405406,0.4539877300613497,0.6392156862745098,45.10156909485657,15.678276875713848,-53.02364732100784,-1.2833032859407385
Middle Blue Purple,#8B72BE,1942,,Part of the Munsell line.[2],,,,,1,1710,259.7368421052631,0.39999999999999997,0.7450980392156863,53.212103813181784,7.110787192013365,-58.89263741161391,-1.4506364607196862
Gray,#8B8680,1942,#8B8680,"As ""Middle Grey"", part of the Munsell line, 1926–1944. Spelled ""Grey"" on labels, but ""Gray"" on boxes. Also called ""Neutral Grey"", 1930–1956.[2]",No,Yes,Yes,Yes,1,1711,32.7272727272728,0.07913669064748194,0.5450980392156862,56.18566564154976,3.265113946433665,5.246163186023548,1.014082326893176
Cobalt Blue,#8C90C8,1942,,,,,,,1,1712,236,0.29999999999999993,0.7843137254901961,61.38673511688542,-5.248908069292454,-47.03755439543478,-1.681926306735389
Middle Blue Green,#8DD9CC,1942,,Part of the Munsell line.[2],,,,,1,1713,169.73684210526315,0.3502304147465437,0.8509803921568627,81.64501552311565,-36.07511537626317,2.7656282239413543,3.0650792689384434
Gold (I),#92926E,1942,,Metallic; swatch represents nominal hue only. Available only in bulk after 1915.[2],,,,,1,1714,60,0.24657534246575333,0.5725490196078431,59.703041487122704,1.887387375100536,26.166267511884424,1.498790477627792
Sepia,#9E5B40,1942,#9E5B40,"Available only in bulk, 1935–1939.[2]",No,No,No,Yes,1,1715,17.23404255319149,0.5949367088607596,0.6196078431372549,45.80259678429802,50.275667895968034,25.863740446678854,0.4751315966498301
Middle Red Purple,#A55353,1942,,Part of the Munsell line.[2],,,,,1,1716,360,0.496969696969697,0.6470588235294118,45.37622251579456,58.10386486711082,12.537003516471062,0.21251091431569832
Maximum Red Purple,#A63A79,1942,,Part of the Munsell line.[2],,,,,1,1717,325,0.6506024096385543,0.6509803921568628,42.024001577337046,61.47878399637085,-25.084902591664033,-0.38740558318509205
Maximum Blue Purple,#ACACE6,1942,,Part of the Munsell line.[2],,,,,1,1718,240,0.25217391304347825,0.9019607843137255,72.2202754774166,-3.4548049807162315,-47.8688151766548,-1.6428437574087245
Middle Green Yellow,#ACBF60,1942,,Part of the Munsell line.[2],,,,,1,1719,72,0.4973821989528796,0.7490196078431373,74.11119724672163,-7.651434465882944,59.88943169370132,1.6978672841880316
Brown,#AF593E,1942,#AF593E,,Yes,Yes,Yes,Yes,1,1720,14.336283185840703,0.6457142857142857,0.6862745098039216,47.76356522862562,65.9437890034936,28.102030622892432,0.4028453944994467
Olive Green,#B5B35C,1942,#B5B35C,,No,No,No,Yes,1,1721,58.65168539325841,0.49171270718232046,0.7098039215686275,71.44474964812512,5.367083173803834,56.22583130670103,1.4756288511895663
Chestnut,#B94E48,1942,#B94E48,"Known as ""Indian Red"" before 1999.[2]",No,No,Yes,Yes,1,1722,3.1858407079646067,0.6108108108108108,0.7254901960784313,47.27985497480359,80.05938487537986,20.291138308939605,0.24822410044887197
Red-Violet,#BB3385,1942,#BB3385,,Yes,Yes,Yes,Yes,1,1723,323.8235294117647,0.7272727272727272,0.7333333333333333,45.121213745813655,76.18308326030478,-30.53390325280564,-0.3811927146929185
Yellow-Green,#C5E17A,1942,#C5E17A,,Yes,Yes,Yes,Yes,1,1724,76.31067961165047,0.45777777777777773,0.8823529411764706,85.56765288655384,-12.490807986239922,65.44524626153832,1.759387120656319
Silver,#C9C0BB,1942,#C9C0BB,"Metallic; swatch represents nominal hue only. Available only in bulk, 1915–1944.[2]",No,No,No,Yes,1,1725,21.428571428571466,0.06965174129353237,0.788235294117647,78.28948433216873,5.530666282726317,4.980151351900781,0.7330699452623465
Venetian Red,#CC553D,1942,,,,,,,1,1726,10.069930069930063,0.7009803921568627,0.8,51.46783085030381,93.09853424228896,30.88289931836425,0.32030030568868323
Maximum Red,#D92121,1942,,Part of the Munsell line.[2],,,,,1,1727,360,0.847926267281106,0.8509803921568627,46.91414671132969,137.9848677668544,29.768097596327628,0.21247810969389938
Middle Purple,#D982B5,1942,,Part of the Munsell line.[2],,,,,1,1728,324.82758620689657,0.40092165898617516,0.8509803921568627,65.00681839199375,49.970847142669655,-25.493286874174903,-0.47174506631452656
Maximum Green Yellow,#D9E650,1942,,Part of the Munsell line.[2],,,,,1,1729,65.2,0.6521739130434783,0.9019607843137255,87.93297929880636,-2.364024551591564,85.19630377060304,1.598537179394326
Middle Red,#E58E73,1942,,Part of the Munsell line.[2],,,,,1,1730,14.210526315789478,0.4978165938864629,0.8980392156862745,67.46101097465476,63.65180999201669,30.11296955611618,0.44188795726301694
Carmine,#E62E6B,1942,,"Known as ""Carmine Red"", 1949–1958.[2]",,,,,1,1731,340.10869565217394,0.7999999999999999,0.9019607843137255,51.65989047738519,122.57414548987111,-0.05510324216559674,-4.495502557520361e-4
Burnt Sienna,#E97451,1942,#E97451,,No,No,No,Yes,1,1732,13.81578947368421,0.6523605150214592,0.9137254901960784,62.0092309552324,91.08654854624723,37.24933338426947,0.38819320133806307
Middle Yellow Red,#ECAC76,1942,,"Part of the Munsell line, 1926–1944. Same color as ""Medium Orange"" (1949–1958).[2]",,,,,1,1733,27.45762711864407,0.5,0.9254901960784314,75.23285625480851,47.64747888941077,43.61182066665331,0.7412050713267819
Red,#ED0A3F,1942,#ED0A3F,,Yes,Yes,Yes,Yes,1,1734,345.9911894273128,0.9578059071729959,0.9294117647058824,50.199683388101846,151.80750426569284,21.28291551115836,0.13928888334344805
Maximum Yellow Red,#F2BA49,1942,,Part of the Munsell line.[2],,,,,1,1735,40.11834319526627,0.6983471074380165,0.9490196078431372,78.7409275281317,45.509635465855276,69.55853883015688,0.991429529300659
Maize,#F2C649,1942,#F2C649,"Known as ""Gold Ochre"", 1903–1958. ""Golden Ochre"" on some labels.[2]",,,,,1,1736,44.37869822485207,0.6983471074380165,0.9490196078431372,81.70227198212999,36.70129518539334,74.52527555320638,1.1131926497095315
Magenta,#F653A6,1942,#F653A6,"Same color as ""Permanent Magenta"" (1903–?).[2]",No,No,No,Yes,1,1737,329.44785276073617,0.66260162601626,0.9647058823529412,60.37129020302473,98.6734250497208,-27.750310886905687,-0.27415251934650364
